pair_id,candidate_a,candidate_b,valid,winner_anonymous,decision_basis,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,delta_far_profile_nu_blind,delta_far_profile_r2_blind,delta_far_profile_coeff_A_minus_B_blind,delta_far_profile_boundary_hit_blind,delta_source_monopole_A_minus_B_blind,delta_source_monopole_fraction_abs_blind,delta_pressure_ladder_n_blind,delta_pressure_ladder_nu_span_blind,delta_pressure_ladder_monopole_rel_span_blind,carrier_id,family,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,campaign_role,gamma_core,n_threads,helix_turns,winner_condition,log_ratio_active_over_null,analysis_mode,decision_mode,active_dynamic_status,null_dynamic_status,active_actual_tau_end,null_actual_tau_end,pressure_delta_active_minus_null,delta_source_monopole_active_minus_null,delta_source_monopole_fraction_abs,delta_far_profile_coeff_active_minus_null,active_pressure_center_minus_shell,null_pressure_center_minus_shell,active_far_profile_nu_best,active_far_profile_r2_best,active_far_profile_coeff_best,active_far_profile_nu_boundary_hit,delta_far_profile_nu_best,delta_far_profile_r2_best,delta_far_profile_coeff_best,delta_far_profile_nu_boundary_hit,active_r2_1_over_r,active_r2_1_over_r2,active_r2_advantage_1_over_r,delta_pressure_ladder_n,delta_pressure_ladder_nu_median,delta_pressure_ladder_nu_span,delta_pressure_ladder_monopole_rel_span,active_thread_density_log_growth,null_thread_density_log_growth,thread_density_growth_active_minus_null,active_restoring_fraction,null_restoring_fraction,active_max_real_growth,null_max_real_growth,active_gear_phase_lock_score,null_gear_phase_lock_score,active_best_rational_p,active_best_rational_q,active_thread_over_carrier_rate
PAIR_7FBD7728750C,CAND_3D0FACD4C5ADFA6E,CAND_BFEEB3F3C61F3443,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.0795670181071608,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,0.75,0.75,total_beta,general,0.5,3,1.0,null,0.0795670181071608,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.553273688734397e-05,4.010704712479846e-05,-4.574310237454494e-06,0.6666666666666666,0.6666666666666666,0.0237237736492467,0.026346689569975414,nan,nan,,,nan
PAIR_D5BB14C8183E,CAND_6007B106103EB1C7,CAND_DA0634D0A608E666,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.09859887257335118,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TWIST_5_2,twist,0.75,0.75,total_beta,general,0.5,3,1.0,null,0.09859887257335118,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,0.00011991068312272199,0.00011949805338150969,4.1262974121229724e-07,0.6666666666666666,0.6666666666666666,0.2258284817722801,0.13391874048588776,nan,nan,,,nan
PAIR_17B2F5EFC276,CAND_91B833F5F3EDEDA3,CAND_33F74248936B9C13,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.09963095363850324,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TWIST_5_2,twist,0.75,0.75,total_beta,general,1.0,3,1.0,null,0.09963095363850324,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,0.00012004552729095956,0.00011955844980253346,4.870774884261004e-07,0.6666666666666666,0.6666666666666666,0.4516569635445602,0.2678374809717755,nan,nan,,,nan
PAIR_CD85D745A777,CAND_12670DFF5E54F741,CAND_AC85B18C24FC2A82,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.14166652691750475,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,0.75,0.75,total_beta,general,1.0,3,1.0,active,-0.14166652691750475,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.337166906392898e-05,3.602652842043355e-05,-2.654859356504575e-06,0.3333333333333333,0.3333333333333333,0.061982101796181854,0.07576109411086884,nan,nan,,,nan
PAIR_A37AF0515101,CAND_CF881D8A3E0FBE76,CAND_B0F374CFD48F420A,True,B,FULL_HORIZON_PRIMARY_METRICS,0.07956597827757214,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,0.75,0.75,total_beta,general,1.0,3,1.0,null,0.07956597827757214,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.566944340678988e-05,4.0202146037309015e-05,-4.532702630519132e-06,0.6666666666666666,0.6666666666666666,0.0474475472984934,0.05269337913995083,nan,nan,,,nan
PAIR_93DD3CF4EEDD,CAND_A77FF6D1190CF9BD,CAND_C7390FA7DC0FCEDB,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03634970561286415,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TRIPLE_GEAR_T3_3,triple_gear,0.75,0.75,total_beta,general,1.0,3,1.0,null,0.03634970561286415,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,5.2805101009547426e-05,5.515227026972975e-05,-2.347169260182323e-06,0.6666666666666666,0.6666666666666666,0.0011461911905092936,0.0003542050347016268,nan,nan,,,nan
PAIR_4981A72CB7B8,CAND_15083B0CB48A7378,CAND_F5E5B6D2027445C8,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.07956597827757217,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,0.75,0.75,total_beta,general,2.0,3,1.0,null,0.07956597827757217,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.566944340678988e-05,4.0202146037309015e-05,-4.532702630519132e-06,0.6666666666666666,0.6666666666666666,0.0948950945969868,0.10538675827990165,nan,nan,,,nan
PAIR_44F8916B2456,CAND_B7F33E15F88947AD,CAND_8CAC9B0D3106DDA7,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03634970561286415,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TRIPLE_GEAR_T3_3,triple_gear,0.75,0.75,total_beta,general,2.0,3,1.0,null,0.03634970561286415,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,5.2805101009547426e-05,5.515227026972975e-05,-2.347169260182323e-06,0.6666666666666666,0.6666666666666666,0.0022923823810185873,0.0007084100694032536,nan,nan,,,nan
PAIR_593A678DC7CE,CAND_6A9BA07578F553E9,CAND_917164727307A711,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.14146704470994637,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,0.75,0.75,total_beta,general,2.0,3,1.0,active,-0.14146704470994637,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.3310563939500916e-05,3.5972489657262776e-05,-2.6619257177618594e-06,0.3333333333333333,0.3333333333333333,0.12396420359236371,0.15152218822173769,nan,nan,,,nan
PAIR_9921D7227AAD,CAND_9CF7440F55268ABD,CAND_8B0BDD3262C156DB,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03634970561286415,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TRIPLE_GEAR_T3_3,triple_gear,0.75,0.75,total_beta,general,0.5,3,1.0,null,0.03634970561286415,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,5.2805101009547426e-05,5.515227026972975e-05,-2.347169260182323e-06,0.6666666666666666,0.6666666666666666,0.0005730955952546468,0.0001771025173508134,nan,nan,,,nan
