path,kind,status,reason,sample_id,source,rows_or_frames
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.3\qm_full_hopf\normal_bundle_holonomy.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.3_qm_full_hopf_normal_bundle_holonomy,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.3\qm_full_hopf\normal_modes.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.3_qm_full_hopf_normal_modes,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.3\qm_full_hopf\qm_readiness_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.3_qm_full_hopf_qm_readiness_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.3\qm_full_hopf\sector_readiness.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.3_qm_full_hopf_sector_readiness,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.3\qm_full_hopf\topological_quantum_labels.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.3_qm_full_hopf_topological_quantum_labels,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.4.1\cmd_runner_contract.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.4.1_cmd_runner_contract,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.5\filtered_quick_L6a4_qm_readiness_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.5_filtered_quick_L6a4_qm_readiness_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.5\filtered_quick_L6a4_sector_readiness.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.5_filtered_quick_L6a4_sector_readiness,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.5\native_preflight.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.5_native_preflight,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.5.1\dependency_preflight.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.5.1_dependency_preflight,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v0.3.5.1\pytest.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v0.3.5.1_pytest,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_continuum_4\continuum_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_continuum_4_continuum_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_continuum_4_console.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_continuum_4_console,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_continuum_L6a4\continuum_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_continuum_L6a4_continuum_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_continuum_L6a4_console.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_continuum_L6a4_console,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke\candidate_symplectic_forms.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_candidate_symplectic_forms,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke\normal_bundle_holonomy.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_normal_bundle_holonomy,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke\normal_modes.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_normal_modes,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke\qm_readiness_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_qm_readiness_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke\sector_readiness.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_sector_readiness,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke\topological_quantum_labels.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_topological_quantum_labels,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_filtered_L6a4_smoke_console.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_filtered_L6a4_smoke_console,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_spectral_4\spectral_cutoff_ladder.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_spectral_4_spectral_cutoff_ladder,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation\v034_spectral_4\spectral_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v034_spectral_4_spectral_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.5.1\validation_v035_preflight.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.5.1_validation_v035_preflight,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\data\idealLinks.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_data_idealLinks,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m128_N768\candidate_symplectic_forms.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m128_N768_candidate_symplectic_forms,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m128_N768\normal_bundle_holonomy.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m128_N768_normal_bundle_holonomy,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m128_N768\normal_modes.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m128_N768_normal_modes,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m128_N768\qm_readiness_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m128_N768_qm_readiness_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m128_N768\sector_readiness.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m128_N768_sector_readiness,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m128_N768\topological_quantum_labels.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m128_N768_topological_quantum_labels,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m64_N384\candidate_symplectic_forms.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,T_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m64_N384_candidate_symplectic_forms,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m64_N384\normal_bundle_holonomy.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m64_N384_normal_bundle_holonomy,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m64_N384\normal_modes.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m64_N384_normal_modes,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m64_N384\qm_readiness_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m64_N384_qm_readiness_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m64_N384\sector_readiness.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m64_N384_sector_readiness,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m64_N384\topological_quantum_labels.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,T_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m64_N384_topological_quantum_labels,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m96_N512\candidate_symplectic_forms.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,T_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m96_N512_candidate_symplectic_forms,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m96_N512\normal_bundle_holonomy.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m96_N512_normal_bundle_holonomy,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m96_N512\normal_modes.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m96_N512_normal_modes,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m96_N512\qm_readiness_summary.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m96_N512_qm_readiness_summary,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m96_N512\sector_readiness.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m96_N512_sector_readiness,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\m96_N512\topological_quantum_labels.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,T_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_m96_N512_topological_quantum_labels,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\outputs_qm_spectral_ladder_20260810_110504\spectral_cutoff_comparison.csv,unknown_csv,unsupported,CSV does not contain k/omega or full xyz(t) trajectory,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_outputs_qm_spectral_ladder_20260810_110504_spectral_cutoff_comparison,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\requirements.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_requirements,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\SHA256SUMS.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_SHA256SUMS,recursive_discovery,
C:\workspace\projects\SST-Workbench\SST_ideal_links\SST_ideal_links_comprehensive_test_suite_v0.3.6\validation\native_audit_v034_console.txt,text,unsupported,not recognized as VortexLab diag log,SST_ideal_links_SST_ideal_links_comprehensive_test_suite_v0.3.6_validation_native_audit_v034_console,recursive_discovery,
